ID_Ticket,Articulos_Comprados
1924,"Capuchino,Galleta de Avena"
1925,Tinto
1926,"Agua,Empanada"
1927,Jugo de Naranja
1928,Tinto
1929,"Empanada,Tinto"
1930,Latte
1931,"Empanada,Tinto,Agua"
1932,Latte
1933,Agua
1934,"Capuchino,Agua,Torta de Chocolate"
1935,Latte
1936,"Capuchino,Torta de Chocolate"
1937,Agua
1938,"Pan de Bono,Tinto"
1939,Agua
1940,Jugo de Naranja
1941,"Galleta de Avena,Agua,Latte"
1942,Capuchino
1943,"Pan de Bono,Empanada,Tinto"
1944,Agua
1945,"Pan de Bono,Tinto"
1946,"Galleta de Avena,Latte"
1947,Agua
1948,"Pan de Bono,Tinto"
1949,Latte
1950,Agua
1951,Capuchino
1952,Latte
1953,"Latte,Torta de Chocolate"
1954,"Empanada,Tinto"
1955,Tinto
1956,"Empanada,Tinto,Latte"
1957,"Galleta de Avena,Pan de Bono,Latte"
1958,"Capuchino,Torta de Chocolate"
1959,"Pan de Bono,Tinto"
1960,"Capuchino,Tinto"
1961,Latte
1962,Capuchino
1963,Tinto
1964,"Galleta de Avena,Latte"
1965,"Pan de Bono,Jugo de Naranja"
1966,"Latte,Torta de Chocolate"
1967,"Empanada,Tinto"
1968,"Pan de Bono,Tinto"
1969,"Galleta de Avena,Latte"
1970,"Galleta de Avena,Latte"
1971,"Galleta de Avena,Latte"
1972,"Pan de Bono,Tinto"
1973,Jugo de Naranja
1974,Tinto
1975,"Capuchino,Agua,Galleta de Avena"
1976,Latte
1977,"Capuchino,Empanada,Torta de Chocolate"
1978,"Capuchino,Galleta de Avena"
1979,"Empanada,Tinto"
1980,Latte
1981,"Pan de Bono,Tinto"
1982,"Empanada,Tinto"
1983,"Capuchino,Galleta de Avena"
1984,Jugo de Naranja
1985,Latte
1986,"Empanada,Tinto"
1987,"Galleta de Avena,Latte"
1988,"Agua,Tinto"
1989,"Empanada,Tinto"
1990,"Pan de Bono,Jugo de Naranja,Capuchino"
1991,"Agua,Jugo de Naranja"
1992,"Capuchino,Jugo de Naranja,Torta de Chocolate"
1993,"Empanada,Tinto"
1994,"Pan de Bono,Tinto,Torta de Chocolate"
1995,Agua
1996,Agua
1997,"Empanada,Tinto"
1998,Latte
1999,"Empanada,Tinto"
2000,"Pan de Bono,Tinto"
2001,Jugo de Naranja
2002,Tinto
2003,Capuchino
2004,"Capuchino,Torta de Chocolate"
2005,"Galleta de Avena,Latte"
2006,"Pan de Bono,Tinto"
2007,"Pan de Bono,Agua"
2008,"Empanada,Jugo de Naranja"
2009,Latte
2010,"Pan de Bono,Tinto,Capuchino"
2011,"Empanada,Tinto"
2012,"Empanada,Tinto"
2013,Latte
2014,"Agua,Empanada,Jugo de Naranja"
2015,"Pan de Bono,Tinto"
2016,"Pan de Bono,Tinto"
2017,Tinto
2018,Jugo de Naranja
2019,"Capuchino,Galleta de Avena"
2020,Tinto
2021,"Capuchino,Tinto,Galleta de Avena"
2022,Jugo de Naranja
2023,"Capuchino,Galleta de Avena"
2024,"Pan de Bono,Tinto"
2025,"Capuchino,Torta de Chocolate"
2026,Latte
2027,"Capuchino,Torta de Chocolate"
2028,Jugo de Naranja
2029,Latte
2030,"Empanada,Tinto"
2031,"Empanada,Tinto"
2032,"Latte,Torta de Chocolate"
2033,"Pan de Bono,Tinto,Latte"
2034,"Galleta de Avena,Agua,Latte"
2035,"Pan de Bono,Tinto"
2036,"Empanada,Tinto"
2037,"Galleta de Avena,Latte"
2038,"Empanada,Tinto"
2039,"Pan de Bono,Tinto,Latte"
2040,"Pan de Bono,Tinto"
2041,"Empanada,Tinto"
2042,"Latte,Torta de Chocolate"
2043,Tinto
2044,"Capuchino,Torta de Chocolate"
2045,Agua
2046,"Pan de Bono,Tinto"
2047,Jugo de Naranja
2048,Tinto
2049,"Pan de Bono,Tinto"
2050,Agua
2051,Latte
2052,Tinto
2053,"Capuchino,Galleta de Avena"
2054,Agua
2055,Latte
2056,Tinto
2057,Tinto
2058,Tinto
2059,Capuchino
2060,"Empanada,Tinto"
2061,"Pan de Bono,Jugo de Naranja"
2062,"Pan de Bono,Tinto"
2063,Jugo de Naranja
2064,"Empanada,Tinto"
2065,Tinto
2066,"Capuchino,Galleta de Avena,Jugo de Naranja"
2067,"Empanada,Tinto"
2068,"Pan de Bono,Agua"
2069,Jugo de Naranja
2070,"Empanada,Tinto"
2071,"Pan de Bono,Tinto,Jugo de Naranja"
2072,"Pan de Bono,Jugo de Naranja"
2073,"Empanada,Tinto"
2074,"Pan de Bono,Tinto"
2075,Capuchino
2076,"Pan de Bono,Tinto"
2077,"Pan de Bono,Jugo de Naranja"
2078,"Tinto,Jugo de Naranja"
2079,"Galleta de Avena,Latte"
2080,"Empanada,Tinto"
2081,Agua
2082,"Pan de Bono,Jugo de Naranja,Capuchino"
2083,"Pan de Bono,Tinto"
2084,Jugo de Naranja
2085,"Empanada,Tinto"
2086,"Capuchino,Galleta de Avena"
2087,Capuchino
2088,Tinto
2089,"Pan de Bono,Tinto"
2090,"Capuchino,Empanada,Torta de Chocolate"
2091,"Latte,Jugo de Naranja"
2092,"Pan de Bono,Tinto"
2093,"Capuchino,Galleta de Avena"
2094,"Pan de Bono,Jugo de Naranja"
2095,"Empanada,Tinto"
2096,"Empanada,Tinto"
2097,Latte
2098,"Empanada,Tinto"
2099,"Pan de Bono,Tinto,Jugo de Naranja"
2100,"Capuchino,Torta de Chocolate"
2101,"Empanada,Tinto"
2102,"Pan de Bono,Tinto"
2103,Tinto
2104,Tinto
2105,Tinto
2106,"Pan de Bono,Tinto,Latte"
2107,Agua
2108,Latte
2109,"Latte,Torta de Chocolate"
2110,Tinto
2111,"Capuchino,Torta de Chocolate"
2112,"Galleta de Avena,Empanada,Tinto"
2113,"Pan de Bono,Agua"
2114,"Pan de Bono,Tinto"
2115,Agua
2116,"Capuchino,Galleta de Avena"
2117,Agua
2118,"Agua,Jugo de Naranja"
2119,Agua
2120,"Capuchino,Galleta de Avena"
2121,Jugo de Naranja
2122,Agua
2123,"Empanada,Tinto"
2124,Agua
2125,Capuchino
2126,"Agua,Latte,Torta de Chocolate"
2127,"Galleta de Avena,Empanada,Tinto"
2128,"Capuchino,Torta de Chocolate"
2129,Capuchino
2130,"Pan de Bono,Agua"
2131,Jugo de Naranja
2132,Agua
2133,Tinto
2134,Latte
2135,"Pan de Bono,Tinto"
2136,"Galleta de Avena,Tinto"
2137,Jugo de Naranja
2138,"Empanada,Tinto"
2139,"Pan de Bono,Tinto"
2140,"Pan de Bono,Tinto,Latte"
2141,"Pan de Bono,Tinto"
2142,"Latte,Torta de Chocolate,Jugo de Naranja"
2143,Jugo de Naranja
2144,Capuchino
2145,"Empanada,Tinto"
2146,Jugo de Naranja
2147,"Pan de Bono,Tinto"
2148,"Pan de Bono,Tinto"
2149,"Capuchino,Torta de Chocolate"
2150,"Galleta de Avena,Latte"
2151,Latte
2152,"Latte,Torta de Chocolate"
2153,"Pan de Bono,Tinto"
2154,Capuchino
2155,"Galleta de Avena,Latte"
2156,"Empanada,Jugo de Naranja"
2157,"Empanada,Tinto"
2158,"Empanada,Tinto"
2159,"Jugo de Naranja,Torta de Chocolate"
2160,Agua
2161,"Galleta de Avena,Latte"
2162,"Galleta de Avena,Latte"
2163,"Empanada,Tinto"
2164,"Empanada,Tinto"
2165,"Agua,Empanada"
2166,Tinto
2167,"Agua,Empanada"
2168,Agua
2169,Tinto
2170,"Pan de Bono,Agua,Torta de Chocolate"
2171,Jugo de Naranja
2172,"Pan de Bono,Tinto,Galleta de Avena"
2173,"Capuchino,Agua"
2174,"Empanada,Jugo de Naranja"
2175,"Empanada,Jugo de Naranja"
2176,"Capuchino,Empanada,Torta de Chocolate"
2177,Tinto
2178,"Empanada,Tinto"
2179,"Pan de Bono,Tinto"
2180,"Pan de Bono,Tinto"
2181,"Pan de Bono,Tinto"
2182,"Pan de Bono,Jugo de Naranja"
2183,"Pan de Bono,Tinto"
2184,"Empanada,Tinto"
2185,Agua
2186,Jugo de Naranja
2187,"Capuchino,Empanada,Galleta de Avena"
2188,"Empanada,Latte,Torta de Chocolate"
2189,"Pan de Bono,Agua"
2190,"Capuchino,Agua"
2191,"Pan de Bono,Tinto"
2192,"Pan de Bono,Tinto"
2193,Jugo de Naranja
2194,Agua
2195,Capuchino
2196,Tinto
2197,Agua
2198,"Capuchino,Galleta de Avena"
2199,"Empanada,Tinto"
2200,Jugo de Naranja
2201,"Latte,Torta de Chocolate"
2202,Jugo de Naranja
2203,"Galleta de Avena,Latte,Torta de Chocolate"
2204,Tinto
2205,Agua
2206,Jugo de Naranja
2207,"Agua,Empanada"
2208,"Pan de Bono,Agua"
2209,Tinto
2210,"Empanada,Tinto"
2211,"Pan de Bono,Tinto,Jugo de Naranja"
2212,"Agua,Latte"
2213,"Pan de Bono,Tinto,Galleta de Avena"
2214,"Capuchino,Galleta de Avena"
2215,Agua
2216,"Tinto,Latte,Torta de Chocolate"
2217,Capuchino
2218,"Agua,Empanada"
2219,Jugo de Naranja
2220,Tinto
2221,"Capuchino,Agua"
2222,"Pan de Bono,Tinto"
2223,Latte
2224,"Capuchino,Galleta de Avena"
2225,"Empanada,Tinto"
2226,Tinto
2227,"Pan de Bono,Agua"
2228,Latte
2229,"Pan de Bono,Tinto"
2230,"Empanada,Tinto"
2231,Tinto
2232,Jugo de Naranja
2233,Tinto
2234,"Pan de Bono,Tinto"
2235,"Pan de Bono,Tinto"
2236,Agua
2237,"Capuchino,Empanada,Galleta de Avena"
2238,"Pan de Bono,Jugo de Naranja"
2239,Tinto
2240,Latte
2241,"Galleta de Avena,Empanada,Tinto"
2242,"Pan de Bono,Agua,Tinto"
2243,Latte
2244,"Pan de Bono,Tinto"
2245,Latte
2246,Jugo de Naranja
2247,Agua
2248,Jugo de Naranja
2249,"Galleta de Avena,Latte"
2250,"Pan de Bono,Tinto"
2251,Capuchino
2252,"Empanada,Jugo de Naranja"
2253,Jugo de Naranja
2254,"Pan de Bono,Tinto"
2255,Agua
2256,"Latte,Torta de Chocolate"
2257,"Pan de Bono,Tinto"
2258,Jugo de Naranja
2259,"Pan de Bono,Agua"
2260,"Galleta de Avena,Jugo de Naranja"
2261,"Empanada,Jugo de Naranja"
2262,"Empanada,Tinto"
2263,"Pan de Bono,Agua"
2264,"Galleta de Avena,Latte"
2265,"Galleta de Avena,Jugo de Naranja"
2266,"Empanada,Tinto"
2267,"Pan de Bono,Tinto"
2268,"Pan de Bono,Agua"
2269,"Pan de Bono,Tinto"
2270,Latte
2271,"Galleta de Avena,Latte"
2272,"Pan de Bono,Tinto"
2273,"Empanada,Tinto"
2274,"Agua,Torta de Chocolate"
2275,"Capuchino,Tinto"
2276,"Empanada,Tinto"
2277,Jugo de Naranja
2278,Tinto
2279,Tinto
2280,"Pan de Bono,Tinto"
2281,"Capuchino,Jugo de Naranja"
2282,"Pan de Bono,Empanada,Jugo de Naranja"
2283,"Latte,Torta de Chocolate"
2284,Jugo de Naranja
2285,"Pan de Bono,Tinto"
2286,"Pan de Bono,Tinto"
2287,"Pan de Bono,Jugo de Naranja"
2288,"Pan de Bono,Tinto,Capuchino"
2289,Agua
2290,"Pan de Bono,Jugo de Naranja"
2291,"Capuchino,Latte"
2292,Jugo de Naranja
2293,"Pan de Bono,Agua,Tinto"
2294,Agua
2295,Latte
2296,"Pan de Bono,Tinto"
2297,"Agua,Tinto"
2298,"Pan de Bono,Tinto"
2299,Tinto
2300,Tinto
2301,Tinto
2302,Tinto
2303,"Galleta de Avena,Latte"
2304,"Pan de Bono,Tinto"
2305,"Galleta de Avena,Agua"
2306,"Pan de Bono,Tinto"
2307,"Galleta de Avena,Latte"
2308,"Tinto,Latte,Torta de Chocolate"
2309,"Empanada,Tinto"
2310,"Empanada,Tinto"
2311,Jugo de Naranja
2312,"Empanada,Tinto"
2313,"Empanada,Tinto"
2314,"Pan de Bono,Jugo de Naranja"
2315,Jugo de Naranja
2316,"Capuchino,Galleta de Avena"
2317,"Galleta de Avena,Latte"
2318,"Capuchino,Tinto,Torta de Chocolate"
2319,"Empanada,Latte"
2320,"Empanada,Tinto"
2321,"Pan de Bono,Tinto"
2322,Capuchino
2323,Agua
2324,"Empanada,Tinto"
2325,"Empanada,Tinto"
2326,"Capuchino,Torta de Chocolate"
2327,Jugo de Naranja
2328,"Empanada,Tinto"
2329,"Latte,Torta de Chocolate"
2330,Jugo de Naranja
2331,"Pan de Bono,Tinto"
2332,Agua
2333,"Galleta de Avena,Latte"
2334,"Capuchino,Galleta de Avena"
2335,"Pan de Bono,Tinto,Galleta de Avena"
2336,"Pan de Bono,Tinto"
2337,"Empanada,Jugo de Naranja"
2338,"Capuchino,Torta de Chocolate"
2339,Jugo de Naranja
2340,"Pan de Bono,Empanada,Jugo de Naranja"
2341,Agua
2342,"Galleta de Avena,Latte"
2343,"Galleta de Avena,Latte"
2344,"Pan de Bono,Empanada,Tinto"
2345,"Capuchino,Agua"
2346,Tinto
2347,"Capuchino,Torta de Chocolate"
2348,"Latte,Torta de Chocolate"
2349,"Galleta de Avena,Agua"
2350,"Capuchino,Torta de Chocolate"
2351,Latte
2352,"Pan de Bono,Jugo de Naranja"
2353,Tinto
2354,Jugo de Naranja
2355,Agua
2356,"Tinto,Jugo de Naranja"
2357,"Capuchino,Torta de Chocolate"
2358,"Capuchino,Torta de Chocolate"
2359,"Pan de Bono,Jugo de Naranja"
2360,"Pan de Bono,Agua"
2361,Capuchino
2362,Tinto
2363,"Empanada,Tinto"
2364,"Capuchino,Galleta de Avena"
2365,"Galleta de Avena,Latte"
2366,"Capuchino,Galleta de Avena"
2367,"Pan de Bono,Agua,Jugo de Naranja"
2368,"Galleta de Avena,Latte"
2369,"Pan de Bono,Jugo de Naranja"
2370,Latte
2371,"Empanada,Latte,Torta de Chocolate"
2372,"Pan de Bono,Agua"
2373,"Capuchino,Galleta de Avena"
2374,Agua
2375,Agua
2376,"Empanada,Tinto"
2377,"Empanada,Tinto"
2378,"Galleta de Avena,Latte"
2379,"Galleta de Avena,Latte"
2380,"Capuchino,Jugo de Naranja"
2381,"Capuchino,Galleta de Avena"
2382,"Galleta de Avena,Latte,Torta de Chocolate"
2383,"Pan de Bono,Jugo de Naranja"
2384,"Pan de Bono,Latte"
2385,"Pan de Bono,Tinto"
2386,"Capuchino,Latte,Torta de Chocolate"
2387,Agua
2388,"Empanada,Tinto"
2389,Tinto
2390,Jugo de Naranja
2391,Tinto
2392,"Pan de Bono,Jugo de Naranja"
2393,"Pan de Bono,Tinto"
2394,"Empanada,Jugo de Naranja"
2395,Jugo de Naranja
2396,"Capuchino,Galleta de Avena"
2397,"Pan de Bono,Tinto"
2398,Tinto
2399,"Capuchino,Agua"
2400,Tinto
2401,Agua
2402,"Capuchino,Galleta de Avena"
2403,"Capuchino,Galleta de Avena"
2404,Latte
2405,"Capuchino,Empanada,Galleta de Avena"
2406,Latte
2407,"Capuchino,Empanada,Tinto"
2408,Agua
2409,"Pan de Bono,Tinto"
2410,"Capuchino,Galleta de Avena"
2411,Capuchino
2412,"Pan de Bono,Tinto"
2413,"Galleta de Avena,Latte"
2414,Tinto
2415,Tinto
2416,Latte
2417,"Pan de Bono,Agua,Empanada"
2418,Capuchino
2419,"Latte,Jugo de Naranja"
2420,"Pan de Bono,Tinto"
2421,Capuchino
2422,"Galleta de Avena,Latte"
2423,"Pan de Bono,Tinto"
2424,"Pan de Bono,Tinto"
2425,"Empanada,Tinto,Latte"
2426,"Latte,Jugo de Naranja"
2427,Tinto
2428,"Empanada,Tinto"
2429,Jugo de Naranja
2430,Agua
2431,"Pan de Bono,Tinto"
2432,"Tinto,Torta de Chocolate"
2433,"Empanada,Tinto"
2434,"Pan de Bono,Tinto"
2435,"Capuchino,Latte"
2436,"Empanada,Tinto"
2437,"Galleta de Avena,Latte"
2438,Agua
2439,"Pan de Bono,Tinto"
2440,"Galleta de Avena,Latte"
2441,Latte
2442,Tinto
2443,"Empanada,Tinto"
2444,Capuchino
2445,"Galleta de Avena,Latte"
2446,"Empanada,Tinto"
2447,"Empanada,Tinto"
2448,Latte
2449,Jugo de Naranja
2450,"Pan de Bono,Agua"
2451,Jugo de Naranja
2452,"Empanada,Tinto"
2453,Capuchino
2454,"Pan de Bono,Tinto"
2455,"Pan de Bono,Latte,Torta de Chocolate"
2456,Agua
2457,"Capuchino,Empanada,Galleta de Avena"
2458,"Agua,Tinto"
2459,"Capuchino,Agua"
2460,"Pan de Bono,Tinto"
2461,Latte
2462,Tinto
2463,"Pan de Bono,Tinto"
2464,"Capuchino,Agua"
2465,Agua
2466,Tinto
2467,"Capuchino,Torta de Chocolate"
2468,"Agua,Latte"
2469,Tinto
2470,Capuchino
2471,Agua
2472,"Pan de Bono,Tinto"
2473,Capuchino
2474,"Empanada,Tinto"
2475,Jugo de Naranja
2476,Capuchino
2477,Agua
2478,"Agua,Empanada"
2479,Latte
2480,Tinto
2481,Agua
2482,Jugo de Naranja
2483,"Empanada,Tinto"
2484,"Pan de Bono,Tinto"
2485,"Empanada,Jugo de Naranja"
2486,"Pan de Bono,Tinto"
2487,Jugo de Naranja
2488,Agua
2489,"Empanada,Tinto"
2490,"Pan de Bono,Tinto"
2491,Tinto
2492,"Pan de Bono,Tinto"
2493,"Empanada,Jugo de Naranja"
2494,"Capuchino,Galleta de Avena"
2495,"Empanada,Tinto"
2496,"Capuchino,Empanada"
2497,"Pan de Bono,Tinto"
2498,"Empanada,Tinto"
2499,"Pan de Bono,Empanada,Tinto"
